year,location,habitat_type,value,scenario,run,performance_metric
1980,Battle Creek,spawning,44.41833105020477,Baseline,fall,Annual Wetted Acre Days
1980,Bear Creek,flood,236.13188976377955,Baseline,fall,Annual Wetted Acre Days
1980,Bear Creek,fry rearing,2548.316211088386,Baseline,fall,Annual Wetted Acre Days
1980,Bear Creek,juv rearing,3495.3645192709946,Baseline,fall,Annual Wetted Acre Days
1980,Bear Creek,spawning,969.6665051986888,Baseline,fall,Annual Wetted Acre Days
1980,Bear River,flood,10003.192200000001,Baseline,fall,Annual Wetted Acre Days
1980,Bear River,fry rearing,4590.677538694547,Baseline,fall,Annual Wetted Acre Days
1980,Bear River,juv rearing,4973.876885342726,Baseline,fall,Annual Wetted Acre Days
1980,Bear River,spawning,340.055764455248,Baseline,fall,Annual Wetted Acre Days
1980,Big Chico Creek,flood,0,Baseline,fall,Annual Wetted Acre Days
1980,Big Chico Creek,fry rearing,1868.7256591968512,Baseline,fall,Annual Wetted Acre Days
1980,Big Chico Creek,juv rearing,3165.9581245509744,Baseline,fall,Annual Wetted Acre Days
1980,Big Chico Creek,spawning,855.1040116088753,Baseline,fall,Annual Wetted Acre Days
1980,Butte Creek,flood,3310.77456,Baseline,fall,Annual Wetted Acre Days
1980,Butte Creek,fry rearing,1659.2566176411729,Baseline,fall,Annual Wetted Acre Days
1980,Butte Creek,juv rearing,5887.337702147705,Baseline,fall,Annual Wetted Acre Days
1980,Butte Creek,spawning,157.43979980780585,Baseline,fall,Annual Wetted Acre Days
1980,Calaveras River,flood,1139.17266,Baseline,fall,Annual Wetted Acre Days
1980,Calaveras River,fry rearing,641.5136565285828,Baseline,fall,Annual Wetted Acre Days
1980,Calaveras River,juv rearing,2415.832779988217,Baseline,fall,Annual Wetted Acre Days
1980,Calaveras River,spawning,318.97260225278524,Baseline,fall,Annual Wetted Acre Days
1980,Clear Creek,flood,97.19352,Baseline,fall,Annual Wetted Acre Days
1980,Clear Creek,fry rearing,1159.141577553513,Baseline,fall,Annual Wetted Acre Days
1980,Clear Creek,juv rearing,980.4045178139799,Baseline,fall,Annual Wetted Acre Days
1980,Clear Creek,spawning,1236.7245061867313,Baseline,fall,Annual Wetted Acre Days
1980,Cosumnes River,flood,32886.75654,Baseline,fall,Annual Wetted Acre Days
1980,Cosumnes River,fry rearing,3782.484277313177,Baseline,fall,Annual Wetted Acre Days
1980,Cosumnes River,juv rearing,11275.471101608842,Baseline,fall,Annual Wetted Acre Days
1980,Cosumnes River,spawning,1062.365350763862,Baseline,fall,Annual Wetted Acre Days
1980,Cottonwood Creek,flood,1933.4656840909095,Baseline,fall,Annual Wetted Acre Days
1980,Cottonwood Creek,fry rearing,6441.657838010942,Baseline,fall,Annual Wetted Acre Days
1980,Cottonwood Creek,juv rearing,3163.739527759859,Baseline,fall,Annual Wetted Acre Days
1980,Cottonwood Creek,spawning,64.95459665023155,Baseline,fall,Annual Wetted Acre Days
1980,Cow Creek,flood,2615.488963598423,Baseline,fall,Annual Wetted Acre Days
1980,Cow Creek,fry rearing,15742.812219406489,Baseline,fall,Annual Wetted Acre Days
1980,Cow Creek,juv rearing,10675.208437026025,Baseline,fall,Annual Wetted Acre Days
1980,Cow Creek,spawning,4411.40081293794,Baseline,fall,Annual Wetted Acre Days
1980,Deer Creek,flood,1231.4198691460053,Baseline,fall,Annual Wetted Acre Days
1980,Deer Creek,fry rearing,4800.981246556474,Baseline,fall,Annual Wetted Acre Days
1980,Deer Creek,juv rearing,11526.422589531681,Baseline,fall,Annual Wetted Acre Days
1980,Deer Creek,spawning,1611.8440404040407,Baseline,fall,Annual Wetted Acre Days
1980,Elder Creek,flood,706.67235,Baseline,fall,Annual Wetted Acre Days
1980,Elder Creek,fry rearing,915.5193212224096,Baseline,fall,Annual Wetted Acre Days
1980,Elder Creek,juv rearing,1472.437923581422,Baseline,fall,Annual Wetted Acre Days
1980,Elder Creek,spawning,402.68864226774144,Baseline,fall,Annual Wetted Acre Days
1980,Feather River,flood,35653.68555171428,Baseline,fall,Annual Wetted Acre Days
1980,Feather River,fry rearing,18289.63673641372,Baseline,fall,Annual Wetted Acre Days
1980,Feather River,juv rearing,77624.62103245358,Baseline,fall,Annual Wetted Acre Days
1980,Feather River,spawning,2514.8120140589963,Baseline,fall,Annual Wetted Acre Days
1980,Lower Sacramento River,flood,3660.907678027925,Baseline,fall,Annual Wetted Acre Days
1980,Lower Sacramento River,fry rearing,209.56899124032745,Baseline,fall,Annual Wetted Acre Days
1980,Lower Sacramento River,juv rearing,1007.7900743068122,Baseline,fall,Annual Wetted Acre Days
1980,Lower Sacramento River,spawning,0,Baseline,fall,Annual Wetted Acre Days
1980,Lower-mid Sacramento River,flood,162931.53169503462,Baseline,fall,Annual Wetted Acre Days
1980,Lower-mid Sacramento River,fry rearing,2704.296320547298,Baseline,fall,Annual Wetted Acre Days
1980,Lower-mid Sacramento River,juv rearing,8137.857171416246,Baseline,fall,Annual Wetted Acre Days
1980,Lower-mid Sacramento River,spawning,0,Baseline,fall,Annual Wetted Acre Days
1980,Merced River,flood,10058.98824,Baseline,fall,Annual Wetted Acre Days
1980,Merced River,fry rearing,29065.555763097444,Baseline,fall,Annual Wetted Acre Days
1980,Merced River,juv rearing,25022.643870329586,Baseline,fall,Annual Wetted Acre Days
1980,Merced River,spawning,2436.669023228835,Baseline,fall,Annual Wetted Acre Days
1980,Mill Creek,flood,127.5,Baseline,fall,Annual Wetted Acre Days
1980,Mill Creek,fry rearing,2322.0571005146653,Baseline,fall,Annual Wetted Acre Days
1980,Mill Creek,juv rearing,3749.880545293754,Baseline,fall,Annual Wetted Acre Days
1980,Mill Creek,spawning,1165.8757285907834,Baseline,fall,Annual Wetted Acre Days
1980,Mokelumne River,flood,15116.504715000001,Baseline,fall,Annual Wetted Acre Days
1980,Mokelumne River,fry rearing,9101.207327822349,Baseline,fall,Annual Wetted Acre Days
1980,Mokelumne River,juv rearing,15224.732386183936,Baseline,fall,Annual Wetted Acre Days
1980,Mokelumne River,spawning,1175.0332302059617,Baseline,fall,Annual Wetted Acre Days
1980,Paynes Creek,flood,142.95775280898877,Baseline,fall,Annual Wetted Acre Days
1980,Paynes Creek,fry rearing,1739.8958652945112,Baseline,fall,Annual Wetted Acre Days
1980,Paynes Creek,juv rearing,2386.5053513823154,Baseline,fall,Annual Wetted Acre Days
1980,Paynes Creek,spawning,702.1410997208219,Baseline,fall,Annual Wetted Acre Days
1980,San Joaquin River,flood,171591.0928184438,Baseline,fall,Annual Wetted Acre Days
1980,San Joaquin River,fry rearing,16257.199491542655,Baseline,fall,Annual Wetted Acre Days
1980,San Joaquin River,juv rearing,23464.528293020496,Baseline,fall,Annual Wetted Acre Days
1980,San Joaquin River,spawning,0,Baseline,fall,Annual Wetted Acre Days
1980,Stanislaus River,flood,3592.907928,Baseline,fall,Annual Wetted Acre Days
1980,Stanislaus River,fry rearing,1412.9067561021473,Baseline,fall,Annual Wetted Acre Days
1980,Stanislaus River,juv rearing,1253.9169266468039,Baseline,fall,Annual Wetted Acre Days
1980,Stanislaus River,spawning,1997.0557226215296,Baseline,fall,Annual Wetted Acre Days
1980,Stony Creek,flood,1868.5194495886615,Baseline,fall,Annual Wetted Acre Days
1980,Stony Creek,fry rearing,3710.5390039497906,Baseline,fall,Annual Wetted Acre Days
1980,Stony Creek,juv rearing,5278.743525129171,Baseline,fall,Annual Wetted Acre Days
1980,Stony Creek,spawning,1469.7689762700322,Baseline,fall,Annual Wetted Acre Days
1980,Sutter Bypass,flood,0,Baseline,fall,Annual Wetted Acre Days
1980,Sutter Bypass,fry rearing,0,Baseline,fall,Annual Wetted Acre Days
1980,Sutter Bypass,juv rearing,0,Baseline,fall,Annual Wetted Acre Days
1980,Sutter Bypass,spawning,0,Baseline,fall,Annual Wetted Acre Days
1980,Thomes Creek,flood,1439.1734287423105,Baseline,fall,Annual Wetted Acre Days
1980,Thomes Creek,fry rearing,4031.371287136544,Baseline,fall,Annual Wetted Acre Days
1980,Thomes Creek,juv rearing,7130.696051979295,Baseline,fall,Annual Wetted Acre Days
1980,Thomes Creek,spawning,2100.4490992237725,Baseline,fall,Annual Wetted Acre Days
1980,Tuolumne River,flood,25779.925404000005,Baseline,fall,Annual Wetted Acre Days
1980,Tuolumne River,fry rearing,14141.308708916536,Baseline,fall,Annual Wetted Acre Days
1980,Tuolumne River,juv rearing,34860.29500586247,Baseline,fall,Annual Wetted Acre Days
1980,Tuolumne River,spawning,6213.757594904058,Baseline,fall,Annual Wetted Acre Days
1980,Upper Sacramento River,flood,2907.9564650516963,Baseline,fall,Annual Wetted Acre Days
1980,Upper Sacramento River,fry rearing,5815.91753289421,Baseline,fall,Annual Wetted Acre Days
1980,Upper Sacramento River,juv rearing,8165.889531406484,Baseline,fall,Annual Wetted Acre Days
1980,Upper Sacramento River,spawning,5369.660365743208,Baseline,fall,Annual Wetted Acre Days
1980,Upper-mid Sacramento River,flood,54271.66789711886,Baseline,fall,Annual Wetted Acre Days
1980,Upper-mid Sacramento River,fry rearing,6664.139997204608,Baseline,fall,Annual Wetted Acre Days
1980,Upper-mid Sacramento River,juv rearing,12534.281066879823,Baseline,fall,Annual Wetted Acre Days
1980,Upper-mid Sacramento River,spawning,0,Baseline,fall,Annual Wetted Acre Days
1980,Yolo Bypass,flood,0,Baseline,fall,Annual Wetted Acre Days
1980,Yolo Bypass,fry rearing,0,Baseline,fall,Annual Wetted Acre Days
1980,Yolo Bypass,juv rearing,0,Baseline,fall,Annual Wetted Acre Days
1980,Yolo Bypass,spawning,0,Baseline,fall,Annual Wetted Acre Days
1980,Yuba River,flood,48278.18631214057,Baseline,fall,Annual Wetted Acre Days
1980,Yuba River,fry rearing,1997.874325073822,Baseline,fall,Annual Wetted Acre Days
1980,Yuba River,juv rearing,629.0048899862121,Baseline,fall,Annual Wetted Acre Days
1980,Yuba River,spawning,2602.2081080567364,Baseline,fall,Annual Wetted Acre Days
1981,American River,flood,57.931200000000004,Baseline,fall,Annual Wetted Acre Days
1981,American River,fry rearing,11976.107042551565,Baseline,fall,Annual Wetted Acre Days
1981,American River,juv rearing,37201.400068443865,Baseline,fall,Annual Wetted Acre Days
1981,American River,spawning,10930.722285856293,Baseline,fall,Annual Wetted Acre Days
1981,Antelope Creek,flood,0,Baseline,fall,Annual Wetted Acre Days
1981,Antelope Creek,fry rearing,4539.412411615029,Baseline,fall,Annual Wetted Acre Days
1981,Antelope Creek,juv rearing,6583.980889064833,Baseline,fall,Annual Wetted Acre Days
1981,Antelope Creek,spawning,1282.9892080494571,Baseline,fall,Annual Wetted Acre Days
1981,Battle Creek,flood,0,Baseline,fall,Annual Wetted Acre Days
1981,Battle Creek,fry rearing,314.1920505238764,Baseline,fall,Annual Wetted Acre Days
1981,Battle Creek,juv rearing,901.7351649505605,Baseline,fall,Annual Wetted Acre Days
1981,Battle Creek,spawning,35.88922773059892,Baseline,fall,Annual Wetted Acre Days
1981,Bear Creek,flood,0,Baseline,fall,Annual Wetted Acre Days
1981,Bear Creek,fry rearing,3026.3424919987942,Baseline,fall,Annual Wetted Acre Days
1981,Bear Creek,juv rearing,3495.3645192709946,Baseline,fall,Annual Wetted Acre Days
1981,Bear Creek,spawning,945.7381034798555,Baseline,fall,Annual Wetted Acre Days
1981,Bear River,flood,822.1597200000001,Baseline,fall,Annual Wetted Acre Days
1981,Bear River,fry rearing,4252.580778950039,Baseline,fall,Annual Wetted Acre Days
1981,Bear River,juv rearing,5409.786427381211,Baseline,fall,Annual Wetted Acre Days
1981,Bear River,spawning,585.0544078954221,Baseline,fall,Annual Wetted Acre Days
1981,Big Chico Creek,flood,0,Baseline,fall,Annual Wetted Acre Days
1981,Big Chico Creek,fry rearing,2186.419923096533,Baseline,fall,Annual Wetted Acre Days
1981,Big Chico Creek,juv rearing,3099.0434826248957,Baseline,fall,Annual Wetted Acre Days
1981,Big Chico Creek,spawning,810.3111851686733,Baseline,fall,Annual Wetted Acre Days
1981,Butte Creek,flood,665.73495,Baseline,fall,Annual Wetted Acre Days
1981,Butte Creek,fry rearing,1924.3072471698688,Baseline,fall,Annual Wetted Acre Days
1981,Butte Creek,juv rearing,5757.342445162623,Baseline,fall,Annual Wetted Acre Days
1981,Butte Creek,spawning,79.19210002301051,Baseline,fall,Annual Wetted Acre Days
1981,Calaveras River,flood,68.1964094117647,Baseline,fall,Annual Wetted Acre Days
1981,Calaveras River,fry rearing,951.7026188441389,Baseline,fall,Annual Wetted Acre Days
1981,Calaveras River,juv rearing,2326.5047647569427,Baseline,fall,Annual Wetted Acre Days
1981,Calaveras River,spawning,318.97260225278524,Baseline,fall,Annual Wetted Acre Days
1981,Clear Creek,flood,87.39144000000002,Baseline,fall,Annual Wetted Acre Days
1981,Clear Creek,fry rearing,1176.420355455953,Baseline,fall,Annual Wetted Acre Days
1981,Clear Creek,juv rearing,980.4045178139799,Baseline,fall,Annual Wetted Acre Days
1981,Clear Creek,spawning,1236.7245061867313,Baseline,fall,Annual Wetted Acre Days
1981,Cosumnes River,flood,0,Baseline,fall,Annual Wetted Acre Days
1981,Cosumnes River,fry rearing,6017.0946633896165,Baseline,fall,Annual Wetted Acre Days
1981,Cosumnes River,juv rearing,13073.839188808251,Baseline,fall,Annual Wetted Acre Days
1981,Cosumnes River,spawning,1119.2692330645166,Baseline,fall,Annual Wetted Acre Days
1981,Cottonwood Creek,flood,1158.5490545454547,Baseline,fall,Annual Wetted Acre Days
1981,Cottonwood Creek,fry rearing,6134.058772071086,Baseline,fall,Annual Wetted Acre Days
1981,Cottonwood Creek,juv rearing,2824.2543918080696,Baseline,fall,Annual Wetted Acre Days
1981,Cottonwood Creek,spawning,67.3598825838618,Baseline,fall,Annual Wetted Acre Days
1981,Cow Creek,flood,0,Baseline,fall,Annual Wetted Acre Days
1981,Cow Creek,fry rearing,15742.812219406489,Baseline,fall,Annual Wetted Acre Days
1981,Cow Creek,juv rearing,9072.066354645096,Baseline,fall,Annual Wetted Acre Days
1981,Cow Creek,spawning,4178.371861946286,Baseline,fall,Annual Wetted Acre Days
1981,Deer Creek,flood,0,Baseline,fall,Annual Wetted Acre Days
1981,Deer Creek,fry rearing,4846.930055096419,Baseline,fall,Annual Wetted Acre Days
1981,Deer Creek,juv rearing,11006.052525252526,Baseline,fall,Annual Wetted Acre Days
1981,Deer Creek,spawning,1956.586927456382,Baseline,fall,Annual Wetted Acre Days
1981,Elder Creek,flood,421.2987576923078,Baseline,fall,Annual Wetted Acre Days
1981,Elder Creek,fry rearing,1022.016636486569,Baseline,fall,Annual Wetted Acre Days
1981,Elder Creek,juv rearing,1461.720048632156,Baseline,fall,Annual Wetted Acre Days
1981,Elder Creek,spawning,393.08249553307644,Baseline,fall,Annual Wetted Acre Days
1981,Feather River,flood,35674.9149489278,Baseline,fall,Annual Wetted Acre Days
1981,Feather River,fry rearing,20758.501395613337,Baseline,fall,Annual Wetted Acre Days
1981,Feather River,juv rearing,79278.72254608272,Baseline,fall,Annual Wetted Acre Days
1981,Feather River,spawning,3889.8374536132455,Baseline,fall,Annual Wetted Acre Days
1981,Lower Sacramento River,flood,0,Baseline,fall,Annual Wetted Acre Days
1981,Lower Sacramento River,fry rearing,467.2305342938153,Baseline,fall,Annual Wetted Acre Days
1981,Lower Sacramento River,juv rearing,979.702992557609,Baseline,fall,Annual Wetted Acre Days
1981,Lower Sacramento River,spawning,0,Baseline,fall,Annual Wetted Acre Days
1981,Lower-mid Sacramento River,flood,15813.421817964836,Baseline,fall,Annual Wetted Acre Days
1981,Lower-mid Sacramento River,fry rearing,3194.2332153435736,Baseline,fall,Annual Wetted Acre Days
1981,Lower-mid Sacramento River,juv rearing,6984.71842455894,Baseline,fall,Annual Wetted Acre Days
1981,Lower-mid Sacramento River,spawning,0,Baseline,fall,Annual Wetted Acre Days
1981,Merced River,flood,0,Baseline,fall,Annual Wetted Acre Days
1981,Merced River,fry rearing,16590.782524021786,Baseline,fall,Annual Wetted Acre Days
1981,Merced River,juv rearing,31580.599514347265,Baseline,fall,Annual Wetted Acre Days
1981,Merced River,spawning,2196.833319691192,Baseline,fall,Annual Wetted Acre Days
1981,Mill Creek,flood,0,Baseline,fall,Annual Wetted Acre Days
1981,Mill Creek,fry rearing,2492.5588147214557,Baseline,fall,Annual Wetted Acre Days
1981,Mill Creek,juv rearing,4289.690867270093,Baseline,fall,Annual Wetted Acre Days
1981,Mill Creek,spawning,1087.8467027809982,Baseline,fall,Annual Wetted Acre Days
1981,Mokelumne River,flood,0,Baseline,fall,Annual Wetted Acre Days
1981,Mokelumne River,fry rearing,15488.509799846148,Baseline,fall,Annual Wetted Acre Days
1981,Mokelumne River,juv rearing,25903.22535859751,Baseline,fall,Annual Wetted Acre Days
1981,Mokelumne River,spawning,1253.2074393098692,Baseline,fall,Annual Wetted Acre Days
1981,Paynes Creek,flood,0,Baseline,fall,Annual Wetted Acre Days
1981,Paynes Creek,fry rearing,2066.274493676311,Baseline,fall,Annual Wetted Acre Days
1981,Paynes Creek,juv rearing,2386.5053513823154,Baseline,fall,Annual Wetted Acre Days
1981,Paynes Creek,spawning,684.814406257299,Baseline,fall,Annual Wetted Acre Days
1981,San Joaquin River,flood,11255.554759850143,Baseline,fall,Annual Wetted Acre Days
1981,San Joaquin River,fry rearing,11918.994446945992,Baseline,fall,Annual Wetted Acre Days
1981,San Joaquin River,juv rearing,16327.26117942411,Baseline,fall,Annual Wetted Acre Days
1981,San Joaquin River,spawning,0,Baseline,fall,Annual Wetted Acre Days
1981,Stanislaus River,flood,155.939256,Baseline,fall,Annual Wetted Acre Days
1981,Stanislaus River,fry rearing,1491.7510753756176,Baseline,fall,Annual Wetted Acre Days
1981,Stanislaus River,juv rearing,1150.7687371042957,Baseline,fall,Annual Wetted Acre Days
1981,Stanislaus River,spawning,2190.7726568856633,Baseline,fall,Annual Wetted Acre Days
1981,Stony Creek,flood,247.75008300798984,Baseline,fall,Annual Wetted Acre Days
1981,Stony Creek,fry rearing,3989.093719418436,Baseline,fall,Annual Wetted Acre Days
1981,Stony Creek,juv rearing,5278.743525129171,Baseline,fall,Annual Wetted Acre Days
1981,Stony Creek,spawning,1390.4463125253794,Baseline,fall,Annual Wetted Acre Days
1981,Sutter Bypass,flood,0,Baseline,fall,Annual Wetted Acre Days
1981,Sutter Bypass,fry rearing,0,Baseline,fall,Annual Wetted Acre Days
1981,Sutter Bypass,juv rearing,0,Baseline,fall,Annual Wetted Acre Days
1981,Sutter Bypass,spawning,0,Baseline,fall,Annual Wetted Acre Days
1981,Thomes Creek,flood,470.1334834710744,Baseline,fall,Annual Wetted Acre Days
1981,Thomes Creek,fry rearing,4307.646409787364,Baseline,fall,Annual Wetted Acre Days
1981,Thomes Creek,juv rearing,7541.694314342947,Baseline,fall,Annual Wetted Acre Days
1981,Thomes Creek,spawning,1984.6937605103503,Baseline,fall,Annual Wetted Acre Days
1981,Tuolumne River,flood,258.653088,Baseline,fall,Annual Wetted Acre Days
1981,Tuolumne River,fry rearing,14361.474776654173,Baseline,fall,Annual Wetted Acre Days
1981,Tuolumne River,juv rearing,43961.378497476064,Baseline,fall,Annual Wetted Acre Days
1981,Tuolumne River,spawning,5470.009580822513,Baseline,fall,Annual Wetted Acre Days
1981,Upper Sacramento River,flood,516.3654785708947,Baseline,fall,Annual Wetted Acre Days
1981,Upper Sacramento River,fry rearing,8248.40413333032,Baseline,fall,Annual Wetted Acre Days
1981,Upper Sacramento River,juv rearing,7233.810148124465,Baseline,fall,Annual Wetted Acre Days
1981,Upper Sacramento River,spawning,3285.608057393661,Baseline,fall,Annual Wetted Acre Days
1981,Upper-mid Sacramento River,flood,4397.7697719940525,Baseline,fall,Annual Wetted Acre Days
1981,Upper-mid Sacramento River,fry rearing,8202.208088159783,Baseline,fall,Annual Wetted Acre Days
1981,Upper-mid Sacramento River,juv rearing,11439.507987121762,Baseline,fall,Annual Wetted Acre Days
1981,Upper-mid Sacramento River,spawning,0,Baseline,fall,Annual Wetted Acre Days
1981,Yolo Bypass,flood,0,Baseline,fall,Annual Wetted Acre Days
1981,Yolo Bypass,fry rearing,0,Baseline,fall,Annual Wetted Acre Days
1981,Yolo Bypass,juv rearing,0,Baseline,fall,Annual Wetted Acre Days
1981,Yolo Bypass,spawning,0,Baseline,fall,Annual Wetted Acre Days
1981,Yuba River,flood,2324.2802242516,Baseline,fall,Annual Wetted Acre Days
1981,Yuba River,fry rearing,1373.2718248666677,Baseline,fall,Annual Wetted Acre Days
1981,Yuba River,juv rearing,368.34404062159894,Baseline,fall,Annual Wetted Acre Days
1981,Yuba River,spawning,2113.162534161904,Baseline,fall,Annual Wetted Acre Days
1982,American River,flood,28611.374787,Baseline,fall,Annual Wetted Acre Days
1982,American River,fry rearing,6880.044933257194,Baseline,fall,Annual Wetted Acre Days
1982,American River,juv rearing,18690.77080140435,Baseline,fall,Annual Wetted Acre Days
1982,American River,spawning,9535.992427232339,Baseline,fall,Annual Wetted Acre Days
1982,Antelope Creek,flood,180.6022483940043,Baseline,fall,Annual Wetted Acre Days
1982,Antelope Creek,fry rearing,3627.316442882562,Baseline,fall,Annual Wetted Acre Days
1982,Antelope Creek,juv rearing,6138.451625015013,Baseline,fall,Annual Wetted Acre Days
1982,Antelope Creek,spawning,1326.9248823477465,Baseline,fall,Annual Wetted Acre Days
1982,Battle Creek,flood,0,Baseline,fall,Annual Wetted Acre Days
1982,Battle Creek,fry rearing,314.1920505238764,Baseline,fall,Annual Wetted Acre Days
1982,Battle Creek,juv rearing,754.5141825644039,Baseline,fall,Annual Wetted Acre Days
1982,Battle Creek,spawning,34.450684043168764,Baseline,fall,Annual Wetted Acre Days
1982,Bear Creek,flood,85.20118110236221,Baseline,fall,Annual Wetted Acre Days
1982,Bear Creek,fry rearing,2258.2322949181466,Baseline,fall,Annual Wetted Acre Days
1982,Bear Creek,juv rearing,3348.1162403377784,Baseline,fall,Annual Wetted Acre Days
1982,Bear Creek,spawning,956.6176066235168,Baseline,fall,Annual Wetted Acre Days
1982,Bear River,flood,11823.059700000002,Baseline,fall,Annual Wetted Acre Days
1982,Bear River,fry rearing,4590.677538694547,Baseline,fall,Annual Wetted Acre Days
1982,Bear River,juv rearing,4968.570618631947,Baseline,fall,Annual Wetted Acre Days
1982,Bear River,spawning,986.0002660808182,Baseline,fall,Annual Wetted Acre Days
1982,Big Chico Creek,flood,21.85056,Baseline,fall,Annual Wetted Acre Days
1982,Big Chico Creek,fry rearing,1682.4646728285625,Baseline,fall,Annual Wetted Acre Days
1982,Big Chico Creek,juv rearing,2835.9820205162164,Baseline,fall,Annual Wetted Acre Days
1982,Big Chico Creek,spawning,836.8052135761188,Baseline,fall,Annual Wetted Acre Days
1982,Butte Creek,flood,4206.360780000001,Baseline,fall,Annual Wetted Acre Days
1982,Butte Creek,fry rearing,753.7655353714428,Baseline,fall,Annual Wetted Acre Days
1982,Butte Creek,juv rearing,4186.446946144427,Baseline,fall,Annual Wetted Acre Days
1982,Butte Creek,spawning,118.30198349829351,Baseline,fall,Annual Wetted Acre Days
1982,Calaveras River,flood,1891.1456576470587,Baseline,fall,Annual Wetted Acre Days
1982,Calaveras River,fry rearing,554.0977080870518,Baseline,fall,Annual Wetted Acre Days
1982,Calaveras River,juv rearing,2385.143576670629,Baseline,fall,Annual Wetted Acre Days
1982,Calaveras River,spawning,488.4202806345211,Baseline,fall,Annual Wetted Acre Days
1982,Clear Creek,flood,97.51104000000001,Baseline,fall,Annual Wetted Acre Days
1982,Clear Creek,fry rearing,1158.8763126464835,Baseline,fall,Annual Wetted Acre Days
1982,Clear Creek,juv rearing,980.4045178139799,Baseline,fall,Annual Wetted Acre Days
1982,Clear Creek,spawning,1236.7245061867313,Baseline,fall,Annual Wetted Acre Days
1982,Cosumnes River,flood,69982.51932000002,Baseline,fall,Annual Wetted Acre Days
1982,Cosumnes River,fry rearing,3754.4716187755253,Baseline,fall,Annual Wetted Acre Days
1982,Cosumnes River,juv rearing,10742.086111768896,Baseline,fall,Annual Wetted Acre Days
1982,Cosumnes River,spawning,1155.409811629758,Baseline,fall,Annual Wetted Acre Days
1982,Cottonwood Creek,flood,1914.903,Baseline,fall,Annual Wetted Acre Days
